ax,ay,az,gx,gy,gz,d1,d2,d3,d4,target
10747,-4396,11787,-145,2857,436,461.0,447.0,588.0,618.0,0
10583,-4576,11883,-761,2702,204,461.0,442.0,588.0,611.0,0
10363,-4848,12267,-964,2118,135,461.0,425.0,588.0,611.0,0
10447,-4832,12431,-514,1408,-31,461.0,430.0,588.0,611.0,0
10359,-4556,12235,-43,320,195,461.0,438.0,588.0,603.0,0
10363,-4900,12039,-462,290,112,456.0,430.0,588.0,618.0,0
10459,-5368,11383,-96,241,9,461.0,430.0,588.0,611.0,0
10603,-5068,11667,-177,285,56,461.0,425.0,588.0,611.0,0
10379,-5120,11687,-738,553,-86,461.0,413.0,596.0,611.0,0
10259,-5068,11923,-1119,555,-295,461.0,447.0,588.0,603.0,0
10391,-5760,11807,-901,723,-240,461.0,451.0,588.0,611.0,0
10387,-5684,12047,-92,507,-28,461.0,413.0,581.0,611.0,0
10239,-5168,12175,-177,480,10,456.0,409.0,596.0,603.0,0
9991,-5012,12103,-427,311,7,456.0,417.0,588.0,618.0,0
10043,-5216,11991,-150,113,-82,456.0,438.0,588.0,611.0,0
10155,-5052,11591,-260,-26,22,456.0,421.0,581.0,611.0,0
10151,-5096,11535,-457,-128,153,461.0,413.0,596.0,603.0,0
10143,-5268,11407,-586,-86,133,451.0,413.0,596.0,611.0,0
10135,-5448,11243,-505,-94,53,470.0,425.0,581.0,596.0,0
10091,-5600,11251,-488,39,-61,456.0,430.0,596.0,603.0,0
10179,-5704,11583,-522,92,-135,456.0,434.0,588.0,603.0,0
10007,-5868,11559,-212,-52,-132,461.0,402.0,588.0,611.0,0
10087,-5688,11591,156,-241,-56,465.0,461.0,588.0,603.0,0
10039,-5572,11775,32,-332,0,456.0,421.0,588.0,603.0,0
10139,-5560,11655,-2,-505,3,461.0,413.0,581.0,596.0,0
10247,-5508,11815,-275,-545,5,465.0,425.0,581.0,611.0,0
10199,-5700,11527,-338,-498,33,456.0,425.0,581.0,611.0,0
10203,-5980,11375,-117,-518,48,465.0,442.0,581.0,618.0,0
10155,-5812,11391,-202,-507,160,461.0,421.0,581.0,596.0,0
10023,-6148,11275,-332,-401,67,456.0,425.0,588.0,603.0,0
9923,-5916,11375,-413,-494,-12,461.0,417.0,588.0,603.0,0
9895,-6072,11291,-363,-572,-49,465.0,451.0,596.0,603.0,0
9871,-6068,11355,-326,-838,-135,456.0,434.0,588.0,603.0,0
9959,-5952,11419,-171,-1072,-222,456.0,421.0,588.0,603.0,0
10059,-6140,11647,-372,-1309,-310,461.0,413.0,588.0,611.0,0
9923,-6044,12095,-673,-1691,-412,456.0,417.0,588.0,603.0,0
10215,-6420,12451,-849,-1945,-513,456.0,402.0,581.0,611.0,0
10459,-6580,12363,-1332,-2248,-433,461.0,438.0,588.0,603.0,0
10351,-6500,12527,-2229,-2389,-392,456.0,438.0,596.0,618.0,0
10143,-6632,12291,-2796,-2656,-594,461.0,417.0,588.0,603.0,0
10031,-7084,11815,-2931,-3158,-978,421.0,425.0,588.0,603.0,0
9991,-6720,11323,-2845,-3760,-1286,456.0,451.0,581.0,618.0,0
10435,-6336,10319,-2873,-4058,-1637,456.0,442.0,588.0,603.0,0
10651,-6196,8895,-2870,-4032,-1902,461.0,438.0,588.0,596.0,0
12367,-5720,7063,-1713,-2201,-1550,461.0,421.0,588.0,603.0,0
12351,-4936,7679,-1643,-570,-296,456.0,425.0,581.0,603.0,0
12111,-5040,7583,-2026,816,629,461.0,442.0,581.0,603.0,0
11899,-5952,8951,-1934,1765,1385,461.0,417.0,581.0,596.0,0
11115,-6464,10247,-2496,2499,1541,461.0,417.0,588.0,596.0,0
10475,-6896,10683,-3000,2209,1829,461.0,413.0,581.0,603.0,0
10227,-8020,10995,-2532,1564,1419,456.0,430.0,581.0,596.0,0
10567,-8084,10859,-1540,782,988,461.0,438.0,588.0,603.0,0
10963,-7564,10367,-1410,325,967,456.0,402.0,603.0,603.0,0
11079,-7824,9387,-1175,336,1048,461.0,409.0,588.0,603.0,0
11083,-8168,8735,330,440,977,451.0,438.0,574.0,603.0,0
11091,-7844,8703,319,948,713,461.0,438.0,588.0,611.0,0
11055,-7608,8479,-551,1639,670,461.0,421.0,588.0,611.0,0
10775,-7772,8755,-800,2275,739,461.0,434.0,581.0,603.0,0
10511,-8004,9287,-647,2396,746,456.0,417.0,596.0,603.0,0
10243,-7884,9683,-548,2267,751,451.0,413.0,603.0,603.0,0
10311,-7720,10091,-667,2146,673,461.0,442.0,596.0,603.0,0
10395,-7816,10331,-879,1917,514,456.0,409.0,588.0,603.0,0
10299,-8012,10479,-823,1665,439,456.0,409.0,581.0,596.0,0
10367,-7916,10583,-726,1251,655,461.0,409.0,588.0,603.0,0
10331,-7908,10351,-900,987,776,461.0,425.0,603.0,603.0,0
10107,-7856,10635,-1305,850,714,456.0,442.0,588.0,603.0,0
9855,-8256,10483,-1472,791,713,456.0,405.0,581.0,603.0,0
9967,-8320,10267,-1467,561,814,461.0,413.0,588.0,611.0,0
9935,-8572,9795,-1260,721,834,456.0,405.0,596.0,611.0,0
9595,-8968,9203,-1135,1039,676,456.0,434.0,588.0,603.0,0
9415,-8916,9271,-723,803,492,456.0,447.0,596.0,596.0,0
9363,-8504,9807,-603,746,301,461.0,421.0,596.0,603.0,0
9283,-8564,9731,-576,656,253,456.0,430.0,588.0,611.0,0
9407,-8736,9619,-343,526,73,461.0,442.0,574.0,603.0,0
9467,-8524,9759,-296,323,65,451.0,430.0,588.0,603.0,0
9495,-8676,9447,-176,237,46,461.0,447.0,603.0,603.0,0
9467,-8748,9815,-40,22,-37,461.0,417.0,588.0,603.0,0
9523,-8772,9583,22,-76,2,461.0,405.0,588.0,603.0,0
9563,-8872,9447,165,-53,-37,456.0,421.0,588.0,603.0,0
8923,-9248,9855,200,-129,-506,465.0,442.0,596.0,596.0,0
8271,-9840,10207,149,-922,-1369,442.0,413.0,588.0,603.0,0
7847,-10000,10703,-14,-1904,-2640,456.0,409.0,588.0,603.0,0
7499,-10292,10455,633,-3452,-4238,456.0,451.0,596.0,603.0,0
8151,-9868,9707,1573,-5634,-5821,451.0,438.0,596.0,603.0,0
8819,-9192,9559,2037,-7580,-7215,456.0,451.0,596.0,611.0,0
9671,-9012,8975,2647,-8480,-8585,456.0,417.0,581.0,596.0,0
10855,-7616,8171,3258,-8950,-9154,456.0,405.0,581.0,596.0,0
11435,-6192,7691,3159,-8878,-8754,456.0,413.0,588.0,611.0,0
12311,-6476,7119,3287,-8536,-8423,456.0,430.0,581.0,603.0,0
13195,-5528,7735,4089,-8022,-7579,518.0,442.0,581.0,603.0,0
13899,-5268,7959,4078,-6933,-6408,461.0,413.0,581.0,611.0,0
14403,-4720,7583,4624,-5597,-5364,461.0,398.0,588.0,611.0,0
14931,-4308,7627,4612,-4287,-4076,456.0,456.0,588.0,611.0,0
15027,-4508,7403,3802,-2623,-2931,461.0,430.0,588.0,603.0,0
14547,-4812,8551,1266,428,-442,451.0,413.0,588.0,611.0,0
14323,-5460,8587,860,1429,-81,456.0,421.0,588.0,618.0,0
13931,-6748,8459,63,2180,-133,461.0,430.0,588.0,618.0,0
13367,-7300,8723,-400,2576,-604,456.0,434.0,588.0,634.0,0
12659,-7816,8803,-205,2768,-1351,461.0,421.0,588.0,642.0,0
11911,-8464,9363,1155,1729,-2808,456.0,417.0,596.0,634.0,0
11483,-7464,9267,2898,861,-3876,456.0,413.0,588.0,642.0,0
11659,-5944,10103,3720,528,-4474,451.0,434.0,588.0,634.0,0
12695,-5100,10395,2415,-651,-4461,461.0,434.0,603.0,642.0,0
13615,-5076,9319,1428,-958,-4692,451.0,402.0,596.0,642.0,0
13295,-2616,8451,4560,-2200,-2994,451.0,417.0,588.0,651.0,0
13683,-2412,7667,5801,-2620,-2445,451.0,425.0,603.0,634.0,0
14327,-1724,6899,6675,-3184,-1603,456.0,434.0,596.0,642.0,0
14279,-104,7395,3948,-2281,-874,451.0,430.0,588.0,651.0,0
14383,220,7291,615,-2192,221,456.0,413.0,603.0,642.0,0
14499,-1480,7295,-298,-1460,1049,451.0,417.0,596.0,642.0,0
14455,-2528,7227,229,-845,3558,461.0,417.0,596.0,651.0,0
14547,-3776,7183,949,-461,3451,451.0,417.0,596.0,634.0,0
13727,-3256,7971,1321,475,3123,470.0,409.0,596.0,626.0,0
12895,-3420,8675,609,-25,3191,451.0,413.0,596.0,642.0,0
12743,-5052,9655,591,-1096,2332,456.0,434.0,588.0,634.0,0
12867,-5888,9651,962,-1538,2019,461.0,438.0,588.0,634.0,0
12923,-5904,9343,2512,-1917,1750,456.0,425.0,596.0,618.0,0
13199,-4980,9399,3464,-2199,1531,451.0,417.0,581.0,626.0,0
13703,-3848,8759,3918,-2275,1586,456.0,413.0,588.0,642.0,0
13947,-3344,7951,3578,-2030,1976,456.0,421.0,588.0,634.0,0
13971,-3484,7603,4425,-1773,2591,451.0,430.0,596.0,634.0,0
14283,-3452,7455,5767,-1386,3286,451.0,409.0,588.0,618.0,0
14471,-1516,8275,4639,-584,4360,451.0,417.0,588.0,626.0,0
13875,-996,8547,337,-443,5432,451.0,421.0,596.0,626.0,0
13207,-3176,8583,-1664,-404,5606,451.0,434.0,596.0,626.0,0
12819,-5772,8403,-1153,-340,5340,456.0,425.0,588.0,634.0,0
12695,-6452,8059,671,-353,5435,451.0,456.0,581.0,634.0,0
12375,-6068,7571,1669,207,5442,451.0,409.0,588.0,634.0,0
12343,-5600,7579,1511,1144,5112,456.0,421.0,588.0,626.0,0
12355,-6404,7567,-1838,2235,4404,451.0,438.0,596.0,642.0,0
12463,-7332,7271,-2397,3063,3984,451.0,402.0,596.0,626.0,0
12407,-8108,7155,-2136,4239,3633,451.0,421.0,588.0,626.0,0
11883,-9072,7671,-1076,4845,2870,451.0,409.0,596.0,634.0,0
11507,-9080,8387,-379,5003,1751,451.0,425.0,581.0,626.0,0
10791,-9076,9175,-481,4388,265,451.0,425.0,588.0,618.0,0
10655,-8744,9627,-560,2765,-1508,447.0,405.0,596.0,626.0,0
11151,-8176,9575,-257,1116,-2840,470.0,417.0,588.0,626.0,0
11603,-7076,9407,882,-159,-3512,451.0,413.0,588.0,626.0,0
11947,-5952,9423,2018,-895,-3307,451.0,421.0,588.0,626.0,0
12439,-4644,9527,2600,-1443,-2455,451.0,438.0,596.0,626.0,0
12947,-3708,9355,2299,-1539,-1530,461.0,430.0,581.0,626.0,0
12935,-3332,9311,1498,-1124,-504,456.0,409.0,581.0,618.0,0
12631,-3948,9123,760,-634,375,456.0,398.0,588.0,626.0,0
12263,-5200,9263,735,33,814,451.0,434.0,588.0,642.0,0
12143,-5996,9383,568,641,978,451.0,447.0,588.0,634.0,0
11843,-6504,9839,-46,1029,684,451.0,387.0,581.0,634.0,0
11891,-7132,9903,-906,1185,40,456.0,405.0,588.0,634.0,0
11831,-7808,9939,-1556,1448,-744,451.0,425.0,588.0,642.0,0
11831,-8356,9895,-2062,1717,-1896,456.0,438.0,588.0,642.0,0
11603,-8652,10487,-1307,1950,-3194,456.0,438.0,588.0,634.0,0
11551,-8420,11167,477,1910,-3787,451.0,434.0,588.0,634.0,0
11331,-7024,11915,1771,1617,-3893,451.0,413.0,581.0,634.0,0
11307,-4424,12251,760,834,-3581,451.0,413.0,588.0,634.0,0
11335,-3708,11867,-1430,-51,-3290,475.0,425.0,581.0,634.0,0
11739,-4696,11395,-2632,-824,-3377,451.0,425.0,588.0,634.0,0
12679,-5504,9639,-2841,245,-3247,456.0,421.0,588.0,618.0,0
12519,-5076,9291,-2956,945,-2781,456.0,417.0,588.0,618.0,0
12127,-5296,9207,-3505,1210,-2704,451.0,425.0,588.0,634.0,0
12095,-5528,9355,-2998,874,-2406,451.0,434.0,588.0,642.0,0
11963,-5876,9263,-2275,407,-2338,451.0,413.0,581.0,626.0,0
11631,-5452,8951,-992,-186,-2153,451.0,405.0,596.0,642.0,0
11243,-5008,9803,-586,-926,-1847,451.0,417.0,588.0,642.0,0
11375,-4252,9831,-1276,-2092,-1562,451.0,430.0,588.0,634.0,0
11687,-4376,9819,-2251,-2975,-1503,451.0,434.0,588.0,634.0,0
11947,-5400,9347,-2134,-3704,-1344,456.0,438.0,603.0,618.0,0
12591,-6004,8375,-628,-3839,-734,451.0,421.0,588.0,618.0,0
13043,-6232,8159,-85,-3701,-659,451.0,434.0,588.0,626.0,0
13375,-5908,8199,73,-3516,-692,451.0,434.0,581.0,626.0,0
13275,-6196,7923,44,-3399,-652,451.0,438.0,581.0,634.0,0
13347,-6288,7751,-68,-3174,-521,451.0,405.0,588.0,626.0,0
13155,-6412,7691,125,-2994,-161,456.0,413.0,588.0,634.0,0
13063,-6480,7643,783,-2785,-348,451.0,438.0,588.0,618.0,0
12979,-6016,7699,554,-2577,-532,451.0,421.0,568.0,634.0,0
12803,-6060,7743,526,-2643,-619,491.0,421.0,588.0,634.0,0
12795,-6160,7603,790,-2576,-758,456.0,413.0,581.0,618.0,0
12791,-5688,7399,1601,-2293,-670,451.0,394.0,574.0,603.0,0
12527,-4916,7119,1734,-2060,-474,456.0,438.0,588.0,611.0,0
12867,-4628,6623,1660,-1687,-513,456.0,417.0,581.0,603.0,0
13135,-4548,7239,835,-1442,-578,451.0,421.0,581.0,603.0,0
13151,-5188,6715,938,-1179,-498,451.0,405.0,581.0,611.0,0
13643,-5784,7583,1314,-790,-880,451.0,430.0,588.0,603.0,0
13855,-5884,7659,1268,-615,-1272,451.0,438.0,588.0,611.0,0
13815,-6060,7759,1728,-803,-1698,451.0,430.0,568.0,611.0,0
13923,-5568,7927,1594,-898,-1784,447.0,417.0,588.0,611.0,0
14071,-5340,7971,1622,-1098,-1651,451.0,434.0,574.0,611.0,0
14283,-4856,7831,1075,-1013,-1614,451.0,421.0,588.0,611.0,0
14403,-4864,7539,1285,-1232,-1427,451.0,425.0,588.0,603.0,0
14751,-4520,7667,1463,-953,-1205,456.0,421.0,581.0,603.0,0
15067,-4092,7475,1309,-597,-565,451.0,421.0,588.0,611.0,0
14939,-3868,7511,334,-18,-27,451.0,425.0,581.0,611.0,0
14251,-4936,7483,-343,761,566,456.0,430.0,581.0,618.0,0
13883,-4912,7799,-38,696,674,451.0,398.0,574.0,618.0,0
13463,-4840,7763,-318,428,656,451.0,413.0,588.0,618.0,0
13263,-4748,7567,-487,128,586,451.0,402.0,581.0,626.0,0
13447,-4648,7411,-509,-169,555,451.0,421.0,588.0,611.0,0
13531,-4504,6919,-424,-230,650,447.0,434.0,581.0,618.0,0
13583,-4824,6791,-204,-229,653,451.0,405.0,588.0,618.0,0
13771,-4904,6919,-65,-71,534,451.0,405.0,588.0,618.0,0
13899,-4892,6855,-138,22,419,451.0,383.0,596.0,626.0,0
13855,-5264,6919,-165,57,336,456.0,421.0,588.0,611.0,0
14043,-5548,7255,118,43,157,451.0,430.0,581.0,618.0,0
14115,-5736,7423,312,-19,-31,447.0,425.0,596.0,618.0,0
14075,-5900,7759,474,-258,-279,451.0,409.0,581.0,611.0,0
14275,-5836,7843,727,-312,-641,456.0,402.0,581.0,603.0,0
13971,-5548,7855,1032,-268,-721,451.0,434.0,588.0,611.0,0
13955,-5188,7555,516,227,238,405.0,421.0,588.0,603.0,0
13899,-5216,7459,277,618,380,447.0,417.0,581.0,611.0,0
14099,-5300,7363,180,1073,183,451.0,405.0,581.0,611.0,0
13987,-5024,7423,-256,1934,183,451.0,430.0,581.0,603.0,0
13775,-5284,7591,-328,1736,216,451.0,425.0,588.0,603.0,0
13723,-5160,7631,-145,1679,402,456.0,442.0,581.0,611.0,0
13575,-5100,7571,-105,1578,753,451.0,409.0,588.0,611.0,0
13407,-5128,7539,-395,1614,823,451.0,405.0,588.0,618.0,0
13343,-5232,7499,-624,1363,908,456.0,438.0,588.0,611.0,0
13079,-5496,7359,-503,1096,1010,451.0,430.0,581.0,634.0,0
12963,-5336,7335,720,424,601,447.0,417.0,581.0,618.0,0
12879,-5072,7443,655,194,564,465.0,430.0,581.0,618.0,0
13051,-5204,7235,362,183,432,447.0,425.0,588.0,611.0,0
13199,-5548,7519,132,133,155,451.0,417.0,588.0,618.0,0
13371,-5932,7295,484,151,-104,451.0,425.0,581.0,618.0,0
13515,-6004,7551,809,423,-162,451.0,417.0,588.0,611.0,0
13367,-5880,7451,1100,476,-163,451.0,398.0,581.0,603.0,0
13611,-5912,7871,1125,640,-491,451.0,434.0,581.0,611.0,0
13871,-5788,8107,1262,484,-547,451.0,434.0,588.0,618.0,0
13879,-5732,8367,1248,1066,-505,451.0,434.0,581.0,626.0,0
13635,-5756,8763,1197,662,-289,451.0,402.0,588.0,611.0,0
13731,-5656,8815,1118,534,-127,451.0,391.0,588.0,596.0,0
13691,-5600,9031,1025,411,139,451.0,417.0,588.0,618.0,0
13427,-5676,8743,1006,383,434,442.0,425.0,588.0,618.0,0
13199,-5516,8751,823,231,685,451.0,409.0,574.0,611.0,0
12723,-5636,8823,491,-82,862,451.0,451.0,588.0,618.0,0
12507,-5720,8895,499,-256,736,451.0,421.0,588.0,618.0,0
12391,-5712,8783,713,-436,687,451.0,409.0,588.0,611.0,0
12323,-5684,8799,811,-585,800,491.0,421.0,588.0,618.0,0
12251,-5596,8859,422,-607,843,451.0,417.0,588.0,611.0,0
12167,-5824,8443,22,-720,799,451.0,391.0,581.0,611.0,0
12311,-6072,8303,68,-648,672,451.0,430.0,581.0,611.0,0
12143,-5736,8203,82,-384,570,451.0,425.0,588.0,603.0,0
12183,-5672,7723,45,-286,491,451.0,402.0,588.0,611.0,0
12259,-5784,7691,176,-106,258,451.0,409.0,581.0,603.0,0
12759,-5672,7559,361,785,130,451.0,442.0,588.0,611.0,0
13163,-5916,7627,461,925,-109,451.0,438.0,581.0,611.0,0
13467,-6136,7883,603,1030,-269,451.0,413.0,588.0,611.0,0
13423,-6392,8335,803,943,-314,451.0,417.0,581.0,618.0,0
13435,-6348,8863,1269,620,-440,451.0,417.0,581.0,611.0,0
13427,-6072,9075,1277,277,-463,451.0,442.0,588.0,611.0,0
13291,-6028,9239,1406,-100,-418,451.0,425.0,581.0,611.0,0
13291,-5700,9355,1471,-451,-234,451.0,413.0,581.0,611.0,0
13015,-5432,9371,1219,-673,79,456.0,417.0,588.0,611.0,0
12951,-5248,9159,808,-643,346,451.0,398.0,581.0,596.0,0
12647,-5420,8991,683,-527,534,451.0,417.0,581.0,611.0,0
12455,-5500,8523,739,-294,494,451.0,417.0,588.0,603.0,0
12515,-5428,8595,441,-103,414,451.0,438.0,588.0,596.0,0
12571,-5684,8639,21,263,411,451.0,421.0,568.0,603.0,0
12603,-6224,8579,-43,430,231,438.0,456.0,596.0,611.0,0
12587,-6304,8599,80,508,90,451.0,409.0,588.0,603.0,0
12875,-6276,8731,-16,429,-14,430.0,438.0,588.0,603.0,0
12587,-6240,8811,-242,330,-25,451.0,398.0,581.0,611.0,0
12307,-6096,8699,-162,28,70,524.0,417.0,588.0,611.0,0
12163,-5960,8531,260,-330,0,451.0,438.0,581.0,603.0,0
12315,-5272,8539,495,-690,28,447.0,413.0,581.0,611.0,0
12199,-4960,8559,146,-766,256,451.0,434.0,581.0,603.0,0
12063,-5248,8451,55,-587,258,456.0,409.0,581.0,603.0,0
12275,-5556,8191,-25,-335,85,447.0,398.0,574.0,596.0,0
12715,-6072,8083,-217,141,-39,451.0,430.0,581.0,603.0,0
13083,-6772,7643,-281,746,-199,442.0,430.0,588.0,603.0,0
13267,-6960,7583,-339,1299,-349,451.0,405.0,588.0,603.0,0
13483,-7296,7779,-134,1698,-445,451.0,409.0,588.0,603.0,0
13227,-7412,8131,15,1662,-630,456.0,442.0,588.0,603.0,0
12783,-7072,8895,361,1355,-1085,451.0,421.0,588.0,603.0,0
12323,-6492,9351,939,295,-1536,451.0,421.0,588.0,611.0,0
11763,-6276,9911,1612,-433,-1906,451.0,425.0,588.0,603.0,0
11787,-5464,9927,1224,-1162,-2150,451.0,417.0,581.0,603.0,0
11679,-5288,9819,522,-1955,-2157,451.0,409.0,574.0,603.0,0
11699,-6040,9495,354,-2778,-2589,451.0,430.0,588.0,603.0,0
12455,-6620,9235,1257,-3336,-2936,438.0,425.0,588.0,603.0,0
13035,-6140,8663,1124,-2861,-3013,451.0,417.0,581.0,611.0,0
13579,-5624,8139,642,-1982,-2322,451.0,405.0,581.0,603.0,0
13971,-5488,7815,-79,-605,-1770,461.0,434.0,596.0,611.0,0
14179,-5244,7679,-377,622,-1049,417.0,430.0,588.0,603.0,0
13971,-5248,7847,-486,2039,-302,451.0,442.0,574.0,611.0,0
12527,-4756,9227,-1368,3849,714,451.0,421.0,581.0,596.0,0
12047,-5068,9879,-1939,3953,785,456.0,447.0,588.0,603.0,0
11463,-5548,9919,-2123,3436,723,447.0,430.0,581.0,596.0,0
11171,-5576,9795,-2196,2943,542,451.0,421.0,568.0,588.0,0
11447,-5612,9475,-2228,2491,254,451.0,417.0,588.0,603.0,0
12035,-5880,8863,-2142,2294,-11,447.0,413.0,581.0,596.0,0
12439,-5952,8487,-2172,2234,-87,451.0,438.0,581.0,596.0,0
12755,-6044,8095,-2165,2224,-206,451.0,430.0,588.0,596.0,0
12875,-6208,8491,-1683,1905,-380,456.0,421.0,581.0,603.0,0
12975,-5912,8451,-1102,1781,-278,451.0,425.0,588.0,603.0,0
12911,-5828,8775,-1095,1168,496,447.0,402.0,588.0,603.0,0
12923,-5988,8459,-788,776,752,451.0,434.0,588.0,596.0,0
12499,-5980,8535,-298,232,905,447.0,442.0,574.0,596.0,0
12447,-6024,8395,28,-154,923,451.0,421.0,581.0,596.0,0
12511,-6200,8563,281,-318,976,451.0,405.0,588.0,596.0,0
12439,-6264,8519,544,-656,1007,456.0,438.0,581.0,603.0,0
12083,-6380,8823,995,-833,990,451.0,425.0,588.0,603.0,0
12275,-6320,9043,1258,-854,839,447.0,402.0,596.0,611.0,0
12251,-6140,9051,1257,-739,850,447.0,421.0,581.0,596.0,0
12059,-6216,9351,1193,-643,846,451.0,409.0,581.0,603.0,0
11887,-6380,9507,749,-661,764,451.0,409.0,581.0,596.0,0
11903,-6500,9651,790,-662,719,451.0,425.0,588.0,596.0,0
12031,-6472,9343,916,-561,602,451.0,438.0,588.0,603.0,0
11915,-6140,9511,662,-683,599,451.0,402.0,596.0,596.0,0
11967,-6264,9547,405,-561,520,451.0,398.0,596.0,596.0,0
11811,-6712,8907,-32,-335,-318,451.0,430.0,596.0,596.0,0
11975,-6832,8875,-266,214,-447,456.0,409.0,588.0,596.0,0
11839,-7088,9347,154,207,-594,451.0,421.0,596.0,596.0,0
11747,-6944,9435,986,127,-914,451.0,398.0,596.0,596.0,0
11843,-6336,9439,1368,154,-831,456.0,417.0,596.0,588.0,0
12147,-5944,9779,1323,47,-690,451.0,442.0,596.0,603.0,0
12167,-5776,9939,950,149,-379,451.0,421.0,588.0,588.0,0
12091,-5916,10023,761,19,-198,447.0,417.0,588.0,596.0,0
11839,-6068,9971,934,-230,-85,451.0,417.0,596.0,588.0,0
11727,-6064,9571,871,-278,306,451.0,456.0,588.0,596.0,0
11927,-6236,9079,591,-293,677,456.0,430.0,588.0,581.0,0
11971,-6464,8915,702,-382,717,447.0,425.0,588.0,596.0,0
11899,-6756,9003,664,-396,746,447.0,417.0,588.0,596.0,0
11859,-6744,8983,643,-593,653,451.0,421.0,588.0,596.0,0
11859,-6796,8771,767,-720,571,451.0,434.0,588.0,596.0,0
11875,-6688,8927,1178,-859,461,451.0,447.0,588.0,596.0,0
12051,-6424,8855,1345,-909,568,447.0,430.0,588.0,603.0,0
12011,-6376,8759,1706,-1076,590,451.0,409.0,588.0,596.0,0
11723,-6332,8675,1862,-1163,445,447.0,391.0,574.0,588.0,0
11723,-6024,8551,2251,-1338,621,451.0,421.0,588.0,596.0,0
11923,-6000,8919,2096,-1399,897,447.0,402.0,588.0,588.0,0
11687,-6064,9239,2223,-1705,956,451.0,417.0,588.0,588.0,0
11515,-6420,9567,2405,-2111,894,451.0,409.0,581.0,588.0,0
11631,-6360,9671,2996,-2508,659,438.0,402.0,588.0,596.0,0
11907,-5960,9579,3048,-2412,423,451.0,434.0,588.0,588.0,0
12595,-6040,9311,2426,-1516,370,447.0,409.0,588.0,596.0,0
12879,-6016,8939,2281,-762,399,456.0,413.0,588.0,596.0,0
13083,-5872,8811,2018,49,655,456.0,405.0,588.0,596.0,0
13095,-5852,9059,1602,782,717,451.0,434.0,588.0,596.0,0
12823,-5944,9303,1399,1191,649,447.0,417.0,581.0,588.0,0
12627,-6108,9799,1379,1260,635,451.0,417.0,588.0,596.0,0
12163,-6092,10527,1484,884,534,451.0,409.0,596.0,596.0,0
11771,-5928,10795,1272,534,546,447.0,434.0,581.0,596.0,0
11599,-6060,10759,719,-22,535,451.0,434.0,581.0,596.0,0
11435,-6260,10891,448,-496,381,447.0,409.0,581.0,596.0,0
11411,-6172,10415,156,-1017,198,461.0,413.0,588.0,596.0,0
11447,-6140,10323,-485,-927,147,456.0,417.0,588.0,588.0,0
11347,-6372,9759,-1240,-557,193,451.0,417.0,581.0,588.0,0
11371,-6836,9331,-1332,-205,26,447.0,405.0,588.0,588.0,0
11651,-6904,9323,-1370,5,-306,451.0,425.0,588.0,596.0,0
11699,-6884,9055,-1038,251,-447,447.0,421.0,588.0,603.0,0
11647,-6936,8907,-623,301,-646,447.0,409.0,588.0,581.0,0
11839,-6708,8871,-326,279,-859,456.0,425.0,596.0,596.0,0
12103,-6388,9231,-405,440,-935,447.0,417.0,588.0,588.0,0
12039,-6340,9219,-301,465,-828,451.0,402.0,588.0,596.0,0
12015,-6216,8715,-283,453,-495,451.0,421.0,596.0,581.0,0
12239,-6612,8643,-140,429,-266,456.0,421.0,588.0,588.0,0
12419,-6540,8895,178,479,-206,451.0,434.0,596.0,596.0,0
12243,-6368,8907,97,525,-163,456.0,442.0,596.0,581.0,0
12039,-6324,9055,153,468,-34,447.0,402.0,596.0,596.0,0
12923,-5024,8943,343,371,-1,160.0,145.0,192.0,181.0,1
12847,-5188,9051,226,102,138,159.0,144.0,191.0,183.0,1
12587,-5332,8691,327,-135,115,160.0,145.0,191.0,181.0,1
12455,-5288,8679,262,-282,135,160.0,145.0,191.0,183.0,1
12631,-5420,8375,129,-352,85,162.0,146.0,192.0,181.0,1
12511,-5600,8519,324,-408,-66,161.0,145.0,191.0,182.0,1
12463,-5672,8495,592,-329,-316,161.0,143.0,189.0,181.0,1
12503,-5500,8511,569,-314,-437,160.0,145.0,191.0,181.0,1
12923,-5400,8319,492,-235,-465,161.0,144.0,191.0,182.0,1
13059,-5428,8311,367,-81,-486,163.0,145.0,192.0,182.0,1
12819,-5520,8243,666,-73,-398,161.0,145.0,192.0,182.0,1
12751,-5616,8199,1163,133,-593,163.0,143.0,189.0,181.0,1
12983,-5048,8495,1140,213,-743,161.0,145.0,192.0,182.0,1
13119,-4940,8939,716,305,-589,161.0,144.0,191.0,182.0,1
12675,-5252,9007,662,316,-327,162.0,145.0,192.0,182.0,1
12611,-5384,9291,634,89,-279,160.0,145.0,191.0,183.0,1
12843,-5532,9251,768,-241,-207,162.0,143.0,191.0,181.0,1
12947,-5584,9091,770,-265,-334,161.0,145.0,191.0,182.0,1
13051,-5568,9035,645,-191,-460,161.0,145.0,191.0,181.0,1
13207,-5424,8831,544,-110,-375,161.0,146.0,191.0,182.0,1
13031,-5200,8995,488,-83,-203,161.0,145.0,193.0,180.0,1
13091,-4976,8827,486,-15,-3,161.0,145.0,191.0,182.0,1
12903,-5004,8931,365,-14,163,160.0,145.0,191.0,182.0,1
12739,-5028,8763,467,-216,327,163.0,145.0,192.0,183.0,1
12563,-4964,8855,512,-215,379,161.0,146.0,191.0,182.0,1
12451,-5104,8667,605,-480,390,160.0,146.0,192.0,183.0,1
12335,-4984,8611,580,-253,222,162.0,145.0,191.0,182.0,1
