ax,ay,az,gx,gy,gz,d1,d2,d3,d4,target
12391,-3760,9963,823,-461,-1849,333.0,297.0,383.0,295.0,2
12315,-3280,10071,1644,-922,-1662,330.0,302.0,383.0,297.0,2
12059,-2440,9859,3911,-1405,-1191,333.0,304.0,380.0,290.0,2
11871,-1532,9891,3337,-2163,-837,333.0,297.0,377.0,297.0,2
12535,-1400,9351,1515,-2865,-672,336.0,300.0,380.0,295.0,2
12991,-2256,8907,576,-3192,-689,333.0,304.0,383.0,295.0,2
13527,-3036,8971,827,-2851,-610,336.0,302.0,383.0,295.0,2
13727,-3240,9267,1325,-2714,-294,333.0,300.0,377.0,293.0,2
13791,-2788,9679,1089,-1900,159,330.0,300.0,377.0,293.0,2
13331,-2944,10023,402,-1473,330,328.0,297.0,373.0,293.0,2
13615,-3384,9603,264,-848,309,328.0,297.0,370.0,290.0,2
13575,-3420,9739,530,79,584,322.0,300.0,370.0,288.0,2
12947,-2864,9863,888,1143,933,312.0,290.0,357.0,284.0,2
12775,-2908,9859,516,1252,847,307.0,284.0,357.0,284.0,2
12635,-2608,10131,85,1631,649,300.0,286.0,351.0,279.0,2
12531,-3044,9475,-352,1505,627,293.0,284.0,348.0,277.0,2
12659,-3220,9679,313,1633,654,290.0,281.0,345.0,275.0,2
12523,-2768,9771,673,1787,645,286.0,275.0,339.0,273.0,2
12371,-2632,10075,599,1699,505,288.0,275.0,339.0,269.0,2
12223,-2672,10163,109,1634,569,286.0,277.0,336.0,269.0,2
12031,-3168,10015,120,1510,391,286.0,279.0,339.0,269.0,2
12175,-3060,10295,779,1473,287,284.0,277.0,339.0,271.0,2
12071,-2892,10279,787,1316,364,288.0,277.0,330.0,265.0,2
11907,-2844,10711,395,1487,151,286.0,277.0,330.0,265.0,2
11971,-3028,10347,19,1037,-66,286.0,279.0,330.0,265.0,2
12019,-3312,10443,54,1233,-298,286.0,279.0,330.0,267.0,2
11931,-3208,10163,343,1349,-190,290.0,281.0,333.0,267.0,2
11871,-3244,10695,16,1319,-484,295.0,279.0,333.0,259.0,2
11783,-3508,10855,338,1205,-629,293.0,281.0,330.0,263.0,2
11623,-3280,10711,896,1054,-783,302.0,284.0,333.0,263.0,2
11859,-3008,11003,979,840,-752,293.0,279.0,333.0,265.0,2
11811,-2240,10995,1010,727,-537,290.0,279.0,333.0,263.0,2
11983,-2344,10987,673,627,-452,293.0,277.0,342.0,261.0,2
12139,-2540,11107,688,299,-170,293.0,281.0,339.0,263.0,2
12131,-2632,10915,1052,305,228,290.0,281.0,342.0,267.0,2
11999,-2652,11139,952,97,609,290.0,277.0,342.0,265.0,2
12243,-2584,11643,940,-157,716,290.0,279.0,336.0,261.0,2
12295,-3372,11055,1578,-173,1233,293.0,277.0,339.0,261.0,2
12355,-3224,10911,2352,-153,1737,293.0,279.0,348.0,263.0,2
12199,-2268,11239,1717,-401,2316,295.0,275.0,342.0,259.0,2
11843,-2804,10795,766,-502,2346,288.0,275.0,342.0,259.0,2
11787,-3368,10567,684,-1029,2236,293.0,275.0,348.0,259.0,2
11823,-3724,10031,1251,-1132,2366,295.0,279.0,345.0,259.0,2
11659,-3944,9895,2388,-1261,2416,293.0,281.0,345.0,261.0,2
12011,-3644,10015,3714,-1516,2275,295.0,277.0,342.0,259.0,2
11791,-2820,10539,3657,-1952,2290,293.0,277.0,342.0,265.0,2
11931,-2956,10315,3076,-2518,2249,293.0,277.0,339.0,263.0,2
12187,-2944,10187,2763,-2813,2299,293.0,281.0,345.0,261.0,2
12275,-3656,9883,3051,-2931,2425,293.0,281.0,345.0,263.0,2
12239,-3552,10083,4171,-2665,2595,293.0,275.0,339.0,257.0,2
11939,-3120,10231,4631,-2565,2698,293.0,275.0,342.0,261.0,2
11895,-2856,10567,3963,-2505,2695,293.0,277.0,342.0,263.0,2
12067,-3484,10443,1412,-2194,2375,295.0,281.0,345.0,261.0,2
12191,-4012,10611,1098,-1852,2022,295.0,284.0,342.0,259.0,2
12303,-3992,10627,847,-1522,1734,293.0,279.0,339.0,261.0,2
12127,-4092,10547,950,-997,1313,293.0,277.0,339.0,261.0,2
12039,-4348,10563,988,-992,854,293.0,281.0,339.0,259.0,2
12343,-4116,10583,1030,-786,285,293.0,281.0,339.0,255.0,2
12339,-3432,10487,489,-736,-40,295.0,277.0,339.0,265.0,2
12143,-3280,10695,-120,-631,-491,293.0,275.0,339.0,261.0,2
12563,-3612,10055,-162,-583,-666,293.0,279.0,339.0,263.0,2
13039,-3556,9831,779,-222,-733,293.0,277.0,339.0,263.0,2
12547,-2144,10327,-1689,281,-1063,295.0,284.0,339.0,261.0,2
12723,-3324,10015,-3217,196,-1709,293.0,275.0,336.0,261.0,2
12943,-4780,10631,-2027,53,-2443,295.0,277.0,333.0,257.0,2
12435,-3792,11007,-433,137,-2592,293.0,281.0,342.0,261.0,2
11971,-2580,11135,-452,-6,-2368,293.0,284.0,339.0,261.0,2
12255,-1944,10791,-757,-462,-2481,295.0,279.0,336.0,259.0,2
13051,-2000,10483,-982,-533,-2583,293.0,279.0,339.0,261.0,2
12755,-2212,10619,-1821,-646,-2689,293.0,279.0,342.0,263.0,2
12607,-2636,10047,-2244,-67,-2664,290.0,281.0,339.0,261.0,2
12511,-3224,10063,-3228,-56,-2676,293.0,284.0,339.0,259.0,2
12027,-4252,10335,-4096,-112,-3449,295.0,281.0,339.0,261.0,2
11995,-4148,10467,-3320,10,-3606,293.0,279.0,342.0,259.0,2
11967,-3712,10195,-3097,189,-3240,293.0,284.0,342.0,263.0,2
11743,-4072,9979,-2645,276,-3012,293.0,281.0,345.0,261.0,2
11403,-3788,10583,-2423,232,-3269,293.0,279.0,339.0,259.0,2
11447,-3324,10183,-2360,162,-3126,293.0,281.0,342.0,261.0,2
11243,-2944,9887,-2638,180,-2833,293.0,281.0,339.0,261.0,2
11679,-3140,9871,-2134,-183,-2262,293.0,284.0,345.0,263.0,2
11851,-3168,10083,-1887,39,-1994,293.0,286.0,348.0,265.0,2
12091,-3032,9647,-2122,17,-1534,293.0,286.0,345.0,265.0,2
13271,-3516,8835,-2446,191,-594,293.0,279.0,345.0,267.0,2
12883,-4128,8975,-2101,550,-332,295.0,286.0,345.0,269.0,2
12995,-5796,9411,1296,1307,-314,295.0,286.0,345.0,267.0,2
13283,-4180,9923,3120,1712,-967,295.0,288.0,351.0,267.0,2
13199,-2508,10355,2651,742,-1233,293.0,284.0,345.0,267.0,2
12567,-1348,10395,148,-237,-1513,293.0,281.0,348.0,271.0,2
12019,-936,9103,-10485,-2332,209,295.0,288.0,348.0,269.0,2
14343,-5424,9819,-6135,-4780,-181,295.0,290.0,348.0,267.0,2
12175,-4272,9963,-517,1129,-3866,295.0,288.0,345.0,269.0,2
12579,-2836,10071,-235,-1326,-4088,293.0,286.0,345.0,269.0,2
12735,-2864,10063,27,52,-2808,295.0,286.0,345.0,269.0,2
12579,-3132,10187,-531,-1656,-785,295.0,290.0,345.0,267.0,2
12679,-3296,9979,30,-2024,-336,295.0,290.0,348.0,265.0,2
13319,-3040,9827,313,-1798,-1218,293.0,290.0,342.0,269.0,2
13267,-2544,10075,-71,-600,-2187,295.0,286.0,345.0,267.0,2
13187,-3712,9023,-2005,1415,-3366,295.0,290.0,348.0,269.0,2
14223,-5836,9059,2963,1122,-12254,293.0,290.0,351.0,269.0,2
14267,1408,10991,758,1228,-5412,295.0,290.0,345.0,271.0,2
11587,-4580,9635,-271,899,-5517,295.0,288.0,348.0,269.0,2
12279,-624,10059,-409,-1428,-2625,295.0,284.0,345.0,267.0,2
12735,-1508,9659,-1168,-4160,1051,293.0,286.0,348.0,269.0,2
12859,-516,9475,-3033,-6242,2788,295.0,290.0,348.0,269.0,2
13779,-1088,9551,-5932,-7603,3501,293.0,286.0,345.0,263.0,2
14783,-2728,7655,-5069,-5693,3807,293.0,286.0,345.0,267.0,2
14631,-5108,7035,-624,-1602,2468,293.0,290.0,345.0,267.0,2
13991,-2752,8891,2301,1230,1716,293.0,290.0,351.0,267.0,2
12979,-3440,9563,2033,1061,1429,293.0,293.0,345.0,269.0,2
13455,-3912,9875,3545,675,581,293.0,288.0,348.0,267.0,2
12879,-2804,9991,4332,886,-592,293.0,288.0,345.0,265.0,2
12143,-832,10295,391,-1114,-1539,293.0,290.0,348.0,267.0,2
12739,-2668,9491,-1791,-2691,-1063,293.0,290.0,348.0,265.0,2
12387,-5780,8799,-1398,-1791,496,293.0,286.0,342.0,267.0,2
13067,-5216,8851,897,-1634,1913,290.0,288.0,348.0,267.0,2
13171,-3612,8551,1653,-605,1799,295.0,290.0,348.0,267.0,2
12703,-3308,8647,299,-871,804,295.0,295.0,351.0,269.0,2
13271,-3836,8595,-164,-2167,10,295.0,297.0,348.0,265.0,2
13463,-3548,8371,402,-1960,553,293.0,297.0,351.0,269.0,2
13907,-3288,7583,776,-1625,721,293.0,295.0,351.0,265.0,2
14315,-2476,7999,356,-1443,879,293.0,300.0,351.0,267.0,2
14411,-2732,8063,-327,-1486,1163,293.0,300.0,354.0,269.0,2
14263,-2516,8335,-403,-1544,1517,295.0,297.0,360.0,265.0,2
14259,-2856,8243,-490,-1593,1907,293.0,300.0,351.0,265.0,2
14207,-3356,7979,-558,-1389,2117,295.0,304.0,354.0,263.0,2
14211,-4024,7715,80,-981,2198,293.0,300.0,354.0,267.0,2
14267,-3092,7907,-326,-757,2214,293.0,297.0,357.0,267.0,2
14071,-3368,7203,-1388,-451,2587,293.0,304.0,351.0,265.0,2
13975,-4356,7207,-1011,-124,2542,293.0,297.0,354.0,265.0,2
14195,-4328,6935,-715,517,2630,293.0,304.0,354.0,265.0,2
13775,-4312,6851,-643,1261,2431,295.0,300.0,354.0,265.0,2
13995,-5024,7063,-389,1930,1731,295.0,300.0,357.0,267.0,2
13983,-5716,7487,916,3139,-133,293.0,297.0,351.0,265.0,2
13523,-5112,8071,1402,3482,-1151,293.0,297.0,348.0,261.0,2
12975,-4956,8007,1994,3603,-1799,295.0,300.0,351.0,267.0,2
12615,-4644,8527,2839,3376,-2374,295.0,297.0,351.0,265.0,2
12935,-3756,9407,2712,3073,-2590,293.0,304.0,345.0,265.0,2
12967,-3640,9999,2229,2643,-2705,295.0,297.0,351.0,265.0,2
13051,-3580,10031,2133,2322,-2819,293.0,297.0,351.0,265.0,2
13235,-3508,10179,2286,2021,-2790,295.0,295.0,348.0,267.0,2
13523,-3164,10135,1911,1795,-2276,295.0,295.0,354.0,267.0,2
13859,-3856,9971,1794,1460,-2038,293.0,293.0,354.0,265.0,2
13883,-4220,9427,3124,1870,-2438,295.0,293.0,348.0,269.0,2
13871,-3864,9543,3100,1919,-2702,295.0,297.0,351.0,265.0,2
13459,-2808,10291,1366,1489,-2631,295.0,297.0,354.0,263.0,2
13191,-2764,10107,-88,1222,-2435,295.0,300.0,348.0,263.0,2
12907,-3088,10287,371,1240,-2274,295.0,295.0,348.0,263.0,2
12479,-2148,10275,1089,1541,-1886,295.0,290.0,351.0,265.0,2
11995,-1352,10623,686,1431,-1368,295.0,297.0,351.0,263.0,2
11855,-1428,10355,224,1465,-1100,295.0,295.0,351.0,267.0,2
11763,-1740,10359,194,1335,-906,293.0,300.0,345.0,267.0,2
12055,-2084,10359,793,1327,-697,295.0,295.0,345.0,263.0,2
12411,-1280,10187,-999,1399,-27,295.0,300.0,354.0,267.0,2
12831,-2184,10103,-2430,1222,-190,307.0,295.0,351.0,265.0,2
12931,-2832,9919,-2028,1394,-568,295.0,300.0,351.0,263.0,2
13035,-3048,10343,-1548,1379,-545,293.0,293.0,348.0,267.0,2
13007,-2820,10515,-1348,1301,-202,302.0,297.0,357.0,263.0,2
12639,-2720,10571,-1441,1199,-145,295.0,297.0,354.0,265.0,2
12107,-2736,11011,-1624,789,-314,295.0,300.0,351.0,265.0,2
11867,-2792,11115,-1212,347,-296,302.0,297.0,354.0,267.0,2
11659,-2928,10919,-811,28,-92,295.0,295.0,348.0,263.0,2
11631,-3036,10639,-472,-234,10,293.0,290.0,345.0,265.0,2
11875,-2856,10743,-578,-662,6,295.0,295.0,348.0,265.0,2
12031,-3160,10439,-537,-820,7,293.0,295.0,348.0,267.0,2
12191,-3264,10171,-408,-947,46,293.0,293.0,351.0,263.0,2
12551,-3332,9859,-231,-936,35,293.0,295.0,348.0,263.0,2
12859,-3372,9779,-68,-792,-24,293.0,295.0,348.0,265.0,2
13003,-3288,9547,-34,-140,328,290.0,295.0,354.0,265.0,2
12951,-3360,9503,23,152,417,295.0,300.0,348.0,263.0,2
12671,-3412,9619,82,248,402,295.0,293.0,348.0,263.0,2
12651,-3608,9467,5,388,447,297.0,297.0,351.0,265.0,2
12603,-3696,9739,194,289,259,295.0,295.0,348.0,265.0,2
12507,-3416,9927,495,382,197,293.0,295.0,351.0,265.0,2
12215,-3296,10159,602,237,201,295.0,293.0,348.0,263.0,2
12147,-3396,10615,660,1,7,293.0,295.0,348.0,267.0,2
12027,-3304,10595,682,-338,-3,293.0,293.0,351.0,263.0,2
11927,-3344,11007,885,-513,45,293.0,297.0,354.0,267.0,2
11643,-3204,11047,579,-726,98,293.0,300.0,348.0,263.0,2
11551,-3576,10931,555,-772,58,295.0,295.0,348.0,265.0,2
11555,-3660,10591,586,-713,66,295.0,290.0,354.0,267.0,2
11959,-3704,10503,545,-600,185,295.0,295.0,351.0,265.0,2
12243,-3568,10131,245,-151,187,295.0,297.0,351.0,263.0,2
12279,-3856,9747,-236,-6,67,293.0,293.0,348.0,267.0,2
12343,-4152,9555,-210,104,40,293.0,293.0,351.0,263.0,2
12587,-4016,9339,-28,330,47,293.0,293.0,345.0,267.0,2
12699,-3604,9375,33,720,-329,295.0,293.0,351.0,263.0,2
12607,-3304,9247,60,862,-707,293.0,295.0,351.0,267.0,2
12519,-3312,9391,175,794,-694,295.0,300.0,351.0,263.0,2
12591,-3256,9555,190,641,-561,295.0,293.0,345.0,265.0,2
12943,-3364,9815,488,414,-711,293.0,300.0,351.0,263.0,2
12911,-3160,10375,729,330,-850,297.0,297.0,351.0,265.0,2
12623,-2956,10603,532,125,-736,293.0,295.0,348.0,267.0,2
12631,-3180,11091,539,-83,-651,297.0,295.0,348.0,265.0,2
12063,-3100,11455,402,-391,-555,295.0,293.0,348.0,265.0,2
11631,-3460,11659,88,-770,-152,297.0,290.0,348.0,269.0,2
11555,-4136,11207,494,-1165,162,295.0,295.0,351.0,265.0,2
11879,-3956,11279,1048,-1196,-41,295.0,293.0,351.0,265.0,2
11871,-3904,10679,1072,-1197,-236,293.0,290.0,351.0,265.0,2
12235,-3824,10707,898,-1312,-535,295.0,293.0,348.0,265.0,2
12399,-3716,10331,557,-1213,-864,295.0,293.0,345.0,267.0,2
12235,-3980,10143,328,-1166,-995,295.0,297.0,351.0,267.0,2
12559,-3788,10203,153,-946,-1147,295.0,295.0,351.0,267.0,2
12747,-3664,9935,-62,-526,-1337,295.0,295.0,348.0,265.0,2
12195,-3236,10439,-348,-57,-1401,295.0,290.0,351.0,267.0,2
12191,-3136,10875,-827,-55,-1159,295.0,295.0,351.0,265.0,2
11847,-3296,10943,-1007,-128,-970,295.0,295.0,351.0,263.0,2
11331,-3424,10963,-1141,-203,-819,293.0,293.0,351.0,265.0,2
11363,-3540,10503,-1056,-544,-565,290.0,290.0,348.0,265.0,2
11687,-3388,9899,-707,-567,-342,295.0,290.0,351.0,265.0,2
12139,-3436,9335,-416,-721,-270,295.0,295.0,348.0,265.0,2
12879,-3256,9167,-98,-688,-132,295.0,295.0,351.0,265.0,2
13343,-3116,8895,-154,-423,-81,293.0,293.0,351.0,261.0,2
13315,-3024,8939,-134,-231,-303,295.0,293.0,345.0,261.0,2
13239,-3244,8763,248,-156,-656,295.0,293.0,345.0,261.0,2
12955,-3056,9031,575,45,-776,295.0,293.0,342.0,259.0,2
12603,-2700,9275,783,203,-754,295.0,293.0,339.0,259.0,2
12547,-2572,9539,798,279,-707,295.0,288.0,339.0,259.0,2
12327,-2492,9915,704,271,-673,297.0,295.0,339.0,257.0,2
12291,-2632,9927,705,303,-601,293.0,293.0,342.0,261.0,2
12339,-2612,10051,672,298,-412,295.0,290.0,345.0,259.0,2
12519,-2716,10167,577,221,-308,293.0,293.0,339.0,259.0,2
12643,-3008,10475,764,145,-382,290.0,290.0,342.0,259.0,2
12811,-2980,10463,947,57,-375,293.0,288.0,342.0,261.0,2
12951,-3052,10427,754,37,-258,295.0,293.0,342.0,259.0,2
13119,-3192,10639,776,-54,-278,295.0,290.0,342.0,261.0,2
12971,-3216,10735,846,-24,-460,293.0,290.0,342.0,259.0,2
12751,-3020,10667,819,-5,-460,295.0,290.0,339.0,257.0,2
12591,-3052,10711,586,35,-355,295.0,288.0,336.0,255.0,2
12715,-2804,10959,380,110,-213,295.0,290.0,345.0,259.0,2
12599,-2920,10723,200,225,-120,295.0,290.0,345.0,259.0,2
12515,-2888,10707,39,358,-33,293.0,290.0,339.0,259.0,2
12355,-2888,10507,-83,326,111,295.0,288.0,342.0,259.0,2
12147,-2920,10431,40,148,90,295.0,290.0,339.0,257.0,2
12171,-2772,10395,67,-31,-16,295.0,293.0,345.0,259.0,2
12167,-2852,10151,18,-230,-18,295.0,293.0,345.0,259.0,2
12059,-2912,10003,131,-289,-51,293.0,293.0,339.0,257.0,2
12259,-2952,9535,312,-179,-102,295.0,290.0,339.0,259.0,2
12579,-2948,9567,380,-131,-53,295.0,288.0,339.0,257.0,2
12823,-3052,9551,570,52,-24,328.0,293.0,345.0,257.0,2
12839,-2936,10023,467,264,49,295.0,290.0,342.0,257.0,2
12799,-3208,10295,441,285,291,295.0,293.0,339.0,255.0,2
12627,-3320,10615,221,512,103,297.0,293.0,342.0,255.0,2
12391,-3384,10931,116,489,59,288.0,293.0,345.0,259.0,2
12339,-3332,11063,-72,551,32,293.0,293.0,342.0,259.0,2
12043,-3432,11187,-321,503,139,293.0,288.0,342.0,257.0,2
11971,-3616,11023,-309,499,139,295.0,290.0,339.0,259.0,2
12015,-3600,10771,-390,353,177,297.0,290.0,339.0,255.0,2
11983,-3624,10603,-383,172,109,295.0,290.0,339.0,259.0,2
12131,-3448,10259,-371,87,-74,295.0,293.0,345.0,257.0,2
12379,-3444,9887,-193,-248,-210,295.0,290.0,339.0,257.0,2
12503,-3416,9655,13,-219,-152,295.0,293.0,345.0,261.0,2
12307,-3320,9667,201,-301,-155,295.0,293.0,345.0,259.0,2
12403,-3276,9599,334,-348,-216,295.0,290.0,342.0,259.0,2
12319,-3216,9491,714,-289,-217,293.0,293.0,339.0,259.0,2
12403,-3212,9795,785,-253,-216,295.0,293.0,336.0,257.0,2
12583,-3212,9851,733,-183,-133,293.0,290.0,339.0,259.0,2
12427,-3296,10271,847,-135,-208,295.0,295.0,345.0,259.0,2
12359,-3132,10439,775,-69,-102,295.0,293.0,342.0,257.0,2
12315,-3240,10651,520,-58,8,295.0,290.0,342.0,255.0,2
12275,-3416,11015,496,9,46,295.0,290.0,339.0,257.0,2
12051,-3488,11075,555,-89,83,297.0,290.0,345.0,259.0,2
12027,-3324,11203,353,-149,162,295.0,293.0,342.0,257.0,2
12051,-3324,10975,81,-290,207,295.0,293.0,342.0,257.0,2
11863,-3660,10815,99,-335,59,293.0,290.0,342.0,259.0,2
11955,-3820,10615,241,-408,-59,295.0,290.0,339.0,257.0,2
11943,-3840,10339,470,-424,-53,295.0,293.0,339.0,261.0,2
12131,-3636,10191,382,-494,147,295.0,293.0,345.0,261.0,2
12347,-3680,10187,43,-606,86,288.0,295.0,345.0,259.0,2
12279,-3880,10063,251,-686,-242,302.0,293.0,345.0,257.0,2
12191,-3900,10239,590,-839,-315,295.0,288.0,342.0,257.0,2
12239,-3612,10167,918,-939,-110,295.0,290.0,339.0,259.0,2
12283,-3348,10303,986,-871,-56,295.0,297.0,345.0,257.0,2
12183,-3084,10027,732,-847,90,284.0,295.0,342.0,257.0,2
12423,-3272,9935,684,-713,240,295.0,293.0,348.0,257.0,2
12303,-3028,10103,844,-578,428,295.0,293.0,342.0,255.0,2
12247,-3052,9983,863,-395,686,295.0,290.0,339.0,259.0,2
12007,-2948,9939,959,-352,875,295.0,293.0,342.0,257.0,2
12015,-3040,10115,918,-370,861,295.0,295.0,342.0,255.0,2
11935,-2936,10007,1071,-390,718,295.0,290.0,342.0,257.0,2
11999,-3040,10107,1176,-271,520,295.0,290.0,342.0,255.0,2
12207,-3012,10215,1206,-212,478,293.0,293.0,345.0,257.0,2
12223,-2936,10063,1174,-104,308,295.0,293.0,342.0,259.0,2
12343,-3104,10179,1182,30,60,293.0,293.0,345.0,257.0,2
12427,-3088,10275,1228,130,-119,295.0,293.0,342.0,257.0,2
12671,-3252,10291,960,264,-251,295.0,293.0,342.0,255.0,2
12831,-3312,10355,856,395,-362,293.0,290.0,345.0,255.0,2
12763,-3220,10407,659,547,-468,295.0,293.0,348.0,259.0,2
12739,-3204,10679,566,419,-472,295.0,293.0,348.0,259.0,2
12627,-2920,11199,370,352,-418,295.0,293.0,342.0,259.0,2
12403,-3144,11151,288,173,-501,295.0,290.0,342.0,255.0,2
12123,-3088,11223,167,-25,-452,304.0,288.0,339.0,259.0,2
12047,-3080,11071,91,-181,-307,295.0,293.0,348.0,259.0,2
12363,-3152,11103,-72,-267,-152,295.0,290.0,345.0,259.0,2
12439,-3264,11035,-272,-204,-151,295.0,293.0,342.0,259.0,2
12259,-3496,10751,-316,-247,-54,295.0,290.0,345.0,257.0,2
12395,-3644,10763,-407,-151,30,297.0,295.0,339.0,259.0,2
12431,-3720,10471,-507,33,158,293.0,293.0,345.0,257.0,2
12067,-3760,10595,-484,165,72,295.0,295.0,345.0,259.0,2
12043,-3724,10471,-571,239,-23,295.0,290.0,342.0,255.0,2
11967,-3648,10459,-610,176,-61,295.0,284.0,345.0,259.0,2
11863,-3648,10247,-626,239,-128,297.0,297.0,342.0,257.0,2
11791,-3744,10155,-524,197,-167,295.0,293.0,345.0,259.0,2
11683,-3740,10191,-470,104,-161,293.0,290.0,345.0,253.0,2
11755,-3640,10135,-428,8,-193,295.0,293.0,345.0,257.0,2
11767,-3900,9875,-358,-158,-251,293.0,290.0,342.0,255.0,2
12075,-3804,9975,-153,-200,-322,297.0,288.0,339.0,267.0,2
12163,-3724,10067,26,-307,-305,295.0,295.0,345.0,259.0,2
12471,-3704,9939,79,-351,-213,295.0,295.0,345.0,259.0,2
12439,-3804,10043,130,-324,-275,295.0,288.0,342.0,257.0,2
12459,-3812,10219,153,-377,-299,295.0,290.0,339.0,255.0,2
12387,-3756,10263,236,-327,-186,293.0,288.0,345.0,257.0,2
12515,-3800,10099,148,-125,-83,295.0,293.0,345.0,259.0,2
12403,-3804,10087,38,2,-28,295.0,293.0,345.0,261.0,2
12515,-4008,10203,151,315,-69,295.0,293.0,342.0,255.0,2
13031,-3676,10043,210,600,-196,295.0,290.0,342.0,257.0,2
13635,-3452,10555,85,955,-309,295.0,290.0,345.0,259.0,2
13595,-3444,10607,-208,942,-138,295.0,293.0,345.0,257.0,2
12859,-3392,11087,-418,534,161,295.0,293.0,342.0,257.0,2
12419,-3756,11531,-210,-255,421,293.0,290.0,342.0,259.0,2
11775,-3764,11499,174,-1223,776,295.0,290.0,339.0,257.0,2
11315,-3988,11499,798,-2044,863,295.0,293.0,339.0,257.0,2
11115,-3716,11419,896,-2995,936,295.0,293.0,345.0,259.0,2
10827,-4100,11123,814,-3596,945,295.0,293.0,339.0,255.0,2
10795,-4308,10367,1197,-3902,774,293.0,290.0,342.0,257.0,2
11283,-4332,9843,1130,-3738,734,293.0,290.0,342.0,257.0,2
11387,-4532,9495,861,-3220,586,293.0,286.0,342.0,261.0,2
11591,-4720,9143,981,-2417,326,295.0,295.0,345.0,261.0,2
11791,-4432,8807,1022,-1492,212,295.0,293.0,348.0,261.0,2
11867,-4120,8727,1064,-474,10,295.0,293.0,342.0,257.0,2
11779,-3684,8871,906,230,-237,295.0,290.0,339.0,257.0,2
11767,-3540,9311,608,809,-574,293.0,295.0,342.0,259.0,2
11583,-3600,9131,827,1174,-822,295.0,295.0,339.0,261.0,2
11763,-3400,9767,899,1329,-812,295.0,295.0,345.0,261.0,2
12115,-3288,9943,953,1590,-644,295.0,293.0,342.0,259.0,2
12355,-3352,10395,934,1552,-726,295.0,290.0,342.0,257.0,2
12311,-3616,10867,445,1347,-357,297.0,295.0,345.0,261.0,2
12687,-3764,10775,378,1175,-118,300.0,295.0,342.0,259.0,2
12507,-3732,11075,210,878,-130,302.0,293.0,342.0,259.0,2
12659,-3916,10811,255,583,-220,302.0,290.0,342.0,257.0,2
12419,-3824,10707,369,425,-410,300.0,288.0,342.0,259.0,2
12127,-3628,10731,429,68,-445,302.0,295.0,345.0,259.0,2
12039,-3484,10519,220,-174,-378,302.0,295.0,342.0,263.0,2
11943,-3540,10123,349,-320,-499,302.0,293.0,342.0,257.0,2
12131,-3372,10107,637,-257,-521,302.0,293.0,342.0,257.0,2
12223,-3088,9923,534,-258,-479,300.0,290.0,345.0,261.0,2
12347,-3372,9815,314,-45,-528,300.0,295.0,342.0,263.0,2
12423,-3524,10051,372,152,-496,302.0,293.0,342.0,259.0,2
12519,-3416,10015,407,266,-530,302.0,290.0,342.0,259.0,2
12639,-3552,10071,372,298,-598,300.0,290.0,339.0,259.0,2
12415,-3604,10211,477,373,-651,300.0,297.0,345.0,259.0,2
12271,-3552,10259,598,283,-640,300.0,293.0,339.0,257.0,2
12299,-3460,10387,662,28,-589,302.0,293.0,342.0,257.0,2
12291,-3432,10623,682,-122,-435,302.0,290.0,342.0,257.0,2
12275,-3668,10419,914,-240,-353,300.0,297.0,339.0,257.0,2
12163,-3580,10559,917,-246,-229,300.0,295.0,345.0,259.0,2
12107,-3528,10711,677,-49,-129,300.0,293.0,345.0,257.0,2
12295,-3808,10723,45,-211,135,300.0,293.0,342.0,259.0,2
12835,-4288,10727,-22,-158,159,300.0,293.0,345.0,263.0,2
12983,-4424,10247,241,51,95,300.0,295.0,345.0,257.0,2
13235,-4072,10071,117,141,247,300.0,293.0,345.0,259.0,2
13583,-4012,9867,8,410,161,300.0,293.0,342.0,255.0,2
13623,-3888,9719,29,563,85,297.0,288.0,342.0,257.0,2
13383,-3848,9907,-93,609,211,302.0,297.0,345.0,261.0,2
12867,-3868,10075,-53,656,396,300.0,295.0,345.0,259.0,2
12487,-3588,10207,90,563,347,300.0,295.0,345.0,257.0,2
11875,-3400,10447,137,207,325,297.0,293.0,339.0,257.0,2
11723,-3552,10359,293,108,346,300.0,288.0,339.0,255.0,2
11523,-3408,10575,392,-196,351,304.0,288.0,342.0,255.0,2
11371,-3656,10395,562,-464,305,300.0,290.0,345.0,259.0,2
11299,-3540,10595,705,-779,286,300.0,293.0,339.0,259.0,2
13943,-2776,8171,244,-347,288,155.0,336.0,470.0,363.0,3
13667,-2744,7983,790,-377,271,156.0,336.0,465.0,363.0,3
13407,-2576,8267,1109,-608,299,159.0,333.0,465.0,363.0,3
13503,-2568,8163,1315,-655,253,157.0,320.0,465.0,363.0,3
13087,-2240,8275,1482,-961,228,156.0,320.0,470.0,360.0,3
12971,-2352,8519,1640,-827,100,157.0,339.0,465.0,360.0,3
12863,-2304,8563,1954,-816,-57,156.0,333.0,465.0,363.0,3
12587,-2156,8547,2150,-533,-292,158.0,322.0,465.0,360.0,3
12563,-2268,8563,2170,-314,-539,156.0,328.0,465.0,360.0,3
12115,-2544,8619,2111,-199,-855,156.0,314.0,461.0,360.0,3
12391,-2612,8783,1839,-115,-1271,157.0,336.0,461.0,360.0,3
13231,-3440,8363,1771,58,-2014,157.0,330.0,465.0,363.0,3
13555,-3148,8759,2300,58,-2573,157.0,322.0,465.0,360.0,3
13875,-2816,8563,2385,108,-3211,156.0,342.0,465.0,363.0,3
13987,-2776,8455,2268,-80,-3817,157.0,330.0,465.0,360.0,3
